text,is_correct,word_count,has_date
"Genet developed throat cancer and was found dead on 15 April 1986 , in a hotel room in Paris .",False,20,True
Genet developed throat cancer and died on 15 April 1986 in Paris .,False,13,True
Twenty - eight merchant ships with more than 34000 ST of cargo were sunk or destroyed .,False,17,True
Much of the railway track and rolling stock is in need of repair or replacement .,False,16,False
"In modern times , 70 % to 90 % of the waters is used for human purposes and the flow is much smaller .",False,24,False
Coussmaker sat for Reynolds 21 times and his horse 8 times between February 9 and April 16 .,False,18,False
"By the 40s AD , the political situation in Britain was apparently in some chaos .",False,16,False
"The bones were those of a very short man , just over four feet tall .",False,16,False
"Each round uses 6 16 - bit sub-keys , while the half- round uses 4 , a total of 52 for 8.5 rounds .",False,24,False
The use of medial caps for identifiers is recommended by many organizations and software projects .,False,16,False
Children between the ages of 6 and 16 must have full-time education .,False,13,False
Children between the ages of 6 and 16 are required by law to have full-time education .,False,17,False
The purpose of classification is to protect information .,False,9,False
"Parts of the street are often closed for events , such as an yearly street party .",False,17,False
"Sections of the street are often closed for other events , such as an annual street festival .",False,18,False
Difficulties arise in tracing the history of design management .,False,10,False
It is difficult to exactly trace the history of design management .,False,12,False
Matches may also be played on Tuesdays or Wednesdays instead of the regular Thursdays due to scheduling conflicts .,False,19,False
Matches where also be played on Tuesdays or Wednesdays instead of the normal Thursdays due to scheduling conflicts .,False,19,False
This table gives a summary of the differences between the different Schedules .,False,13,False
Interest in the machine grew across Europe .,False,8,False
"Following word of its debut , interest in the machine grew across Europe .",False,14,False
"The National Parks Act of 1980 was written to record what national parks are for , and how they would be chosen and looked after .",False,26,True
"Occasionally in ancient times , writings were attributed to celebrated authors but were not written by them .",False,18,False
Many novels of great length do not have chapters .,False,10,False
Many novels of great length have chapters .,False,8,False
"The Romans adopted the Greek tradition , becoming the first people to write history in a non-Greek language .",False,19,False
Black powder rocket motors are only made in small sizes .,False,11,False
"Production began in November 1999 and was completed in May 2000 , with a budget of $ 52.5 million .",False,20,True
"Production on the movie began in November 1999 and was finished in May 2000 , with a budget of just over $ 50 million .",False,25,True
Cleaner shrimp are often included in salt water aquaria to keep the tank clean .,False,15,False
The 150th anniversary was celebrated in 2003 .,False,8,True
The violin is played either seated or standing up .,False,10,False
The violin can be played either standing or sitting down .,False,11,False
Independence is another good thing about owning a small business .,False,11,False
Independence is another advantage of owning a small business .,False,10,False
"When war broke out again in 1282 , it was entirely different .",False,13,True
"The trip was fast , but the rate of people dying was the highest in the history of transportation to Australia .",False,22,False
"On poor , dry soils there are tropical heathlands .",False,10,False
Another danger is that most BASE jumpers have very small areas in which to land .,False,16,False
A champion who does not wear the rainbow jersey can be fined 2500 to 5000 Swiss francs .,False,18,True
Failure to wear the rainbow jersey where required carries a penalty of 2500 to 5000 Swiss francs .,False,18,True
Canada is made up of ten provinces and three territories .,False,11,False
Canada is a federation composed of ten provinces and three territories .,False,12,False
The next few decades were of rapid growth and expansion in the territories controlled by the British .,False,18,False
The next few decades were of rapid growth and expansion in the territories controlled by the English .,False,18,False
"Because it breaks the skin , tattooing carries health risks .",False,11,False
"Because it requires breaking the skin barrier , tattooing carries health risks including infection and allergic reactions .",False,18,False
Maria first was a pioneering housewife and mother .,False,9,False
"If we take another sample of 25 cups , we could easily expect to find mean values like 250.4 or 251.1 grams .",False,23,False
"If we take another sample of 25 cups , we could easily expect to find values like 250.4 or 251.1 grams .",False,22,False
On envelopes and postcards there are often four square boxes printed in orange ink at the bottom right for the postcode numbers .,False,23,False
Weight training is a safe form of exercise when the movements are controlled and carefully defined .,False,17,False
"Weight training is a safe kind of exercise when the motion is slow , controlled , and careful .",False,19,False
"In the second season , the format of the show changed drastically .",False,13,False
The speech lasted 40 minutes and 14 seconds and contained 5154 words .,False,13,True
There are species on the checklist .,False,7,False
"There are species on the checklist , which is begun below and continues in several parts .",False,17,False
He worked with major scientific figures and travelers on projects involving their studies .,False,14,False
"In addition , there are 19 associate members and one affiliate member .",False,13,False
The opposite of a standing start is a rolling start .,False,11,False
The alternative to a standing start is a rolling start .,False,11,False
"In the 15th century , the first Europeans came to the area .",False,13,False
"U Thant died of lung cancer in New York on November 25 , 1974 .",False,15,True
Thant died of lung cancer in New York on 25 November 1974 .,False,13,True
"The professors currently hold their positions for three years , extendable for a fourth year .",False,16,False
"Peret died in Barcelona in 2014 from lung cancer , aged 79 .",False,13,True
"Peret died in Barcelona , Spain from lung cancer , aged 79 .",False,13,False
Some of these topics have been discussed before .,False,9,False
Some of these topics had been discussed before .,False,9,False
In following years a number of books presented by foreign publishers have been seized by Egyptian authorities .,False,18,False
In later years a number of books from foreign publishers have been taken by Egyptian authorities .,False,17,False
The following table lays out the dates of construction of most of the major pyramids .,False,16,False
The South developed an agricultural economy .,False,7,False
Amusement park go-karts can be powered by 4 - stroke engines or electric motors .,False,15,False
Grommerch developed breast cancer in 2007 .,False,7,True
Grommerch developed breast cancer in 2007 ; there is a family history of the disease .,False,16,True
"The mouth is just behind the head , on the underside of the body .",False,15,False
"In October 2015 , the districts were abolished .",False,9,True
This technique has long been used to produce flexible metal wire by drawing the material through a series of holes of decreasing size .,False,24,False
"The selection order in the NHL Entry Draft is determined by a combination of lottery , regular season standing , and playoff results .",False,24,False
"Draft order in the Entry Draft is determined by a combination of lottery , regular season standing , and playoff results .",False,22,False
Later reception of the album has been mostly positive .,False,10,False
"On 26 September 1904 , he died of heart failure .",False,11,True
"On 26 September 1904 , he died of heart failure at the age of 54 years .",False,17,True
Management accountants have a dual reporting relationship .,False,8,False
The town was founded in 1828 and incorporated as a city in 1875 .,False,14,True
"In four U.S. states , the child is allowed to start a wrongful life cause of action for damages .",False,20,False
The white - tailed eagle is a very large bird .,False,11,False
"The readout can be analog or digital , and modern instruments have communications with a computer or network .",False,19,False
"Large died of cancer in New York City on October 28 , 2017 at the age of 74 .",False,19,True
"In the first two years of the library , 75 volumes were purchased , and 150 volumes were donated .",False,20,False
During the new library association 's first two years 75 volumes were purchased with an additional 150 donated .,False,19,False
Points are awarded to drivers and teams based on their finishing order .,False,13,False
"Swift died at home on 1 February 2019 , following a short illness , eight days before his 83rd birthday .",False,21,True
Kart racing is generally accepted as the most economic form of motorsport available on four wheels .,False,17,False
Kart racing is generally accepted as the most economic form of motorsport available .,False,14,False
"However , recent research shows that the hotspot itself may have moved with time .",False,15,False
Recent research shows that the hotspot itself may have moved with time .,False,13,False
A tropical wave moved off the western coast of Africa on September 12 .,False,14,False
The movie got very positive reviews .,False,7,False
Recent editions have focused on record feats by human competitors .,False,11,False
Recent editions have focused on record feats by person competitors .,False,11,False
The second season introduced a new format that includes new signs and more original music .,False,16,False
The second season has a new layout that includes new signs and more original music .,False,16,False
"The largest animals usually eat first , while the smaller ones eat later .",False,14,False
The poem 's structure is divided into five sections .,False,10,False
The poem is divided into five parts .,False,8,False
His lectures frequently lasted for three or four hours .,False,10,False
In the years between convict settlement and the start of the modern tourist industry the area most people worked in the timber industry and fishing .,False,26,False
Chaplin has also acted in several Spanish and French films .,False,11,False
"Other distances are sometimes run , particularly indoors .",False,9,False
"Other distances are run , particularly indoors but occasionally outdoors .",False,11,False
Regular events and art installations are a feature of the island .,False,12,False
Regular events and art shows are often held on the island .,False,12,False
"Cooling is when an object gets cold , or lowers in temperature .",False,13,False
The album was well received by music critics .,False,9,False
"Conversion from Julian or Gregorian calendar years to the Human Era can be achieved by adding 10,000 to the AD / CE year .",False,24,False
A number of tactics are used to win a race .,False,11,False
"A week after impact , food is in very short supply across the entire planet .",False,16,False
Paper clips can be used to pick a lock .,False,10,False
Crabs are prepared and eaten all over the world .,False,10,False
Crabs are prepared and eaten as a dish in many different ways all over the world .,False,17,False
The first two were rarely used except by clipper ships in light winds .,False,14,False
The first two were rarely used except by clipper ships in light winds and were usually set flying .,False,19,False
"After many concerts , the band went back to Sweden and began writing songs for their next album .",False,19,False
The parachute drop was a complete failure .,False,8,False
Cancer has existed for all of human history .,False,9,False
Cancer has been around for many thousands of years .,False,10,False
His works are numerous .,False,5,False
"Although American units were usually able to get new troops quickly , the replacements rarely had enough training .",False,19,False
The movie got mixed and positive reviews from critics .,False,10,False
Performance changes were made to speed up tasks across supported iOS devices .,False,13,False
"Before the station was built , it was named Museum .",False,11,False
"Prior to the opening of the station , it was supposed to be called Museum .",False,16,False
"In cricket , a batsman 's average is the total number of runs he has scored divided by the number of times he has been got out .",False,28,False
The train may sometimes experience a rollback after it is launched .,False,12,False
Some of these performances were omitted from DVD release for copyright reasons .,False,13,False
Some of these performances were cut from the DVD for copyright reasons .,False,13,False
Two major special operations were planned for the attack .,False,10,False
Theories differ as to how the water entered the tank .,False,11,False
There are different theories how water could enter the tank .,False,11,False
"Bopp died of liver failure on January 5 , 2018 , at the age of 68 .",False,17,True
The shrinking generator takes a different approach .,False,8,False
The shrinking generator uses a different technique .,False,8,False
The island is also used for private events both large and small .,False,13,False
The island is also increasingly used as a venue for private events both large and small .,False,17,False
The film was released on 19 March 2004 in Spain and 10 September 2004 in Mexico .,False,17,True
"Before contact with Europeans , the indigenous peoples of North America were divided into many different polities , from small bands of a few families to large empires .",False,29,False
Reintroduction is the release of species back into the wild .,False,11,False
"From the beginning , graphic designs were used to identify teams .",False,12,False
"From the beginning , graphic designs were used to tell different teams apart .",False,14,False
This period dates from 1908 to 1914 and the beginning of World War I .,False,15,True
This period lasted from roughly 1905 through to 1914 and the beginning of World War I .,False,17,True
"To illustrate the computation , suppose a coach trains long-distance runners for one month using two methods .",False,18,False
"While the idea was readily accepted by many in the environmentalist community , it has not been widely accepted by other scientists .",False,23,False
The church was burnt down on 12 November 2001 .,False,10,True
Athletes may be professionals or amateurs .,False,7,False
Sportspeople may be professionals or amateurs .,False,7,False
At the beginning of the 19th century the building was sold and partly used as a restaurant .,False,18,False
"The Forest is an important recreational area with woodland walks , noted for their displays of bluebells in the early spring .",False,22,False
Film Crities Circle of Australia Awards,False,6,False
Film Critics Circle of Australia Awards,False,6,False
"At the time of foundation in 1878 the order had only one class , that of Companion .",False,18,True
Roads and railways have been built through passes .,False,9,False
"Roads have long been built through passes , as well as railways more recently .",False,15,False
"Kodkods are active during the day and night , but they only go into open ground under the cover of darkness .",False,22,False
Each course of the university has its own recruitment process .,False,11,False
The date 27 April is now a public holidays in South Africa .,False,13,False
The basic economical activity of this department is cattle raising .,False,11,False
There are more than a hundred different kinds of liver disease .,False,12,False
There are many forms of liver disease .,False,8,False
"The Red Crown is often shown in texts , wall carvings and statues .",False,14,False
The songs tell personal stories of life in Australia .,False,10,False
"As an architectural ornament , spires are most often found on Christian churches .",False,14,False
His bar code is considered as a security key to access areas of the facility where he was created and trained .,False,22,False
His barcode acts as a security key to access areas of the facility where he was created and trained .,False,20,False
"There were 60 tornadoes reported in the United States in November , of which 46 were confirmed .",False,18,False
There were 46 tornadoes confirmed in the United States in November .,False,12,False
Multi-use tickets allow a passenger to travel more than once .,False,11,False
Multi-use tickets allow travel more than once .,False,8,False
Critics gave it mixed reviews .,False,6,False
"As a result of the development of agriculture in the south , many important cultural advances were made there .",False,20,False
"Businesses usually have some kind of fax system , but the technology has faced increasing competition from Internet - based methods .",False,22,False
The simplest form of term life insurance is for a term of one year .,False,15,False
The simplest form of term life insurance is a one-year contract .,False,12,False
"In 2010 , he came out as homosexual .",False,9,True
A large temple also had a lot of land and employed thousands of ordinary people to supply its needs .,False,20,False
All the seven seasons of the series are available on DVDs for regions 1 and region 2 .,False,18,False
"All seven seasons of the series are available on individual DVD box sets for Regions 1 , 2 and 4 .",False,21,False
"In the 1980s and 1990s , historians began debating the appropriate use of the term .",False,16,True
The award categories have changed over the years .,False,9,False
The award categories have varied over the years .,False,9,False
"By the 1990s , the Federal government had changed its mind on wolves .",False,14,True
Another tournament was started the following week .,False,8,False
A new tournament was started the following week .,False,9,False
Over 2000 complaints were made against the organization in 2009 .,False,11,True
A design competition in 1927 did not produce a winning entry .,False,12,True
An architecture competition in 1927 did not produce a winning entry .,False,12,True
These plants are very simple : They lack an obvious stem or leaves .,False,14,False
The method compares words in a text to a set list of everyday words .,False,15,False
"In 1915 , during South West Africa Campaign of World War I , South Africa captured the German colony .",False,20,True
"In 1915 , South Africa captured the German colony .",False,10,True
Two ballets with such stories caused great excitement in Paris in the 1830s .,False,14,True
Two ballets caused great excitement in Paris in the 1830s .,False,11,True
After World War II many of the poorer Germans had to go and live in Germany .,False,17,False
The movie was well - liked by critics and audiences .,False,11,False
The film was very well received by critics and audiences .,False,11,False
"Actors working in theater , film , and television have to learn different skills .",False,15,False
They are often known in English as planes or plane trees .,False,12,False
"In English , these trees are called planes or plane trees .",False,12,False
It differs in three ways from the previous report .,False,10,False
"The third rail is usually located outside the two running rails , but on some systems it is mounted between them .",False,22,False
"The third rail is usually located outside the two running rails , but occasionally between them .",False,17,False
"An average adult American alligator 's weight and length is and , but they sometimes grow to long and weigh over .",False,22,False
An average adult American alligator weighs 360 kg and is 4.0 m long .,False,14,False
A recording medium is a physical material that holds data expressed in any of the existing recording formats .,False,19,False
A recording medium is a physical material that holds information .,False,11,False
Visitors can reach the top of the Space Needle by using elevators .,False,13,False
Visitors can reach the top of the Space Needle by elevators that travel at .,False,15,False
"A number of cities hosted walk - in voting centers , and an official list of locations and open hours were made available as of February 6 .",False,28,False
Building construction is the process of adding structure to real property .,False,12,False
"While admission to some concerts is free , charging for tickets is very common .",False,15,False
"Ten matches happened at the show , including three on the pre-show .",False,13,False
"The airport has one main passenger terminal , serving scheduled and charter holiday flights .",False,15,False
"The airport has one main passenger terminal , serving all scheduled and charter holiday flights .",False,16,False
Australia 's external territories follow different time zones .,False,9,False
"On 6 and 7 September 2013 , double international games between Sweden and Finland were played inside .",False,18,True
Self - assumption of a title is not necessarily illegal .,False,11,False
"For road bicycle racing enthusiasts , the mountain can be climbed by three roads .",False,15,False
"Birdsong was killed in a car crash on June 4 , 2019 at the age of 59 .",False,18,True
"Birdsong died on June 4 , 2019 , as a result of injuries sustained in a car crash .",False,19,True
"The cuisine of Cambodia contains tropical fruits , soups and noodles .",False,12,False
"The food of Cambodia includes tropical fruits , rice , noodles and various soups .",False,15,False
Japanese has a long history of borrowing words from other languages .,False,12,False
Japanese has a long history of borrowing from foreign languages .,False,11,False
All hardcovers have the contents of the comics with the covers .,False,12,False
"All hardcovers contain the contents of the comics , including the covers , and in some cases bonus material .",False,20,False
A table consists of an orderly arrangement of rows and columns .,False,12,False
"The show affects a retro-1950s look , with simple animation and colors .",False,13,True
"The show has a retro-1940s look , with simple animation and colors .",False,13,True
"The average income for a household in the city was $ 32,588 , and the average income for a family was $ 36,165 .",False,24,False
"The quarter has a population of 19,921 , in an area of 2.46 km2 .",False,15,False
X provides the basic framework for a GUI environment : drawing and moving windows on the display device and interacting with a mouse and keyboard .,False,26,False
"Some items of clothing are designed exclusively as underwear , while others such as T-shirts and certain types of shorts are suitable both as underwear and as outer clothing .",False,30,False
The court has ruled that the $ 2.7 billion in school funding was not good enough and was given out unfairly .,False,22,False
Eggs are laid singly under old leaves of a host plant and are green or grey blue .,False,18,False
"Eggs are laid one by one under old leaves of the hostplant , and are green or grey - blue .",False,21,False
The only economic activity of importance is farming .,False,9,False
The only economic activity of importance is agriculture .,False,9,False
"In addition to the United States , Americans and people of American descent can be found internationally .",False,18,False
A geologic section has to follow the rules to be adapted as a GSSP by the ICS .,False,18,False
"Moody died of natural causes whilst in a London hospital on 11 June 2015 , aged 91 .",False,18,True
"Eventually , the two women tell each other the truth .",False,11,False
"But eventually , the two women tell each other the truth .",False,12,False
"A three - hour special marking the end of the show aired on November 16 , 2008 .",False,18,True
"There is also the Japan Monkey park , with different species of monkeys and other entertainment .",False,17,False
Japan Monkey Park has different species of monkeys and other entertainment .,False,12,False
European colonies began with the Spanish settlement of Santa Catarina island in 1542 .,False,14,True
European settlement began with the Spanish settlement of Santa Catarina island in 1542 .,False,14,True
Black tea is often blended with other black tea or various other plants .,False,14,False
Sixth is the roof escape opening that is in place on all Funny Cars since the division was made in the early 1970s .,False,24,True
"Nonetheless , the committee is still composed mainly of politicians .",False,11,False
But the committee is still mainly made up of politicians .,False,11,False
"They are unusually small frogs , only 5 cm in length .",False,12,False
"They are very small frogs , only 5 cm in length .",False,12,False
It was supposed that he possessed a healing power against snakebites .,False,12,False
"Because of code sharing , a single flight may be shown with many different flight numbers .",False,17,False
"Due to code sharing , a flight may be represented by a series of different flight numbers .",False,18,False
Points were awarded to the top 10 classified finishers .,False,10,False
Points are awarded to the top 10 classified finishers .,False,10,False
Architecture is the art and science of designing buildings and structures .,False,12,False
"With county codes , which were official until 1974 .",False,10,True
Their small budget was a reason to use the ship for much of telling the story .,False,17,False
Their small budget was another reason to use the ship for much of the storytelling .,False,16,False
The history of law is closely connected to the development of human civilizations .,False,14,False
The history of law links closely to the development of civilization .,False,12,False
"On 28 December , after eight days of fighting , the Germans withdrew from the town .",False,17,False
During the Iron Age humans started using iron for making tools and weapons .,False,14,False
Humans started using iron for making tools and weapons .,False,10,False
Holland died of a heart attack on 24 December 2017 in New York City at the age of 89 .,False,20,True
"The analysis is done on pairs , a member of one group compared to a member of the other group .",False,21,False
"The judges have a 12 - year term , but they must retire when reaching the age of 68 .",False,20,False
The industry of the town was first based on the large amount of fruit growing in the area .,False,19,False
"Like many eastern spices , pepper was historically both a seasoning and a folk medicine .",False,16,False
The curtain rises on a warm evening in India a long time ago .,False,14,False
Parentheses show how many students enter in a year .,False,10,False
Airolo is also a small ski-resort with 30 km of ski slopes .,False,13,False
Airolo is also home to a small ski-resort with 30 km of prepared slopes .,False,15,False
The leopard cat is the most widely distributed Asian small wild cat .,False,13,False
"Gabrielle starts the series as a young girl who more or less stands behind Xena , and relies on Xena to protect her .",False,24,False
"The median income for a household in the city was $ 39,375 , and the median income for a family was $ 48,250 .",False,24,False
Foxes and human beings lived close together in ancient Japan ; this is why there are legends about them .,False,20,False
Skipper died of problems caused by a stroke on 23 April 2019 .,False,13,True
"Skipper died of complications caused by a stroke on 23 April 2019 , at the age of 61 .",False,19,True
"Upon release , the song received generally positive reviews from critics .",False,12,False
On the 29 August 2010 trail bike riders discovered another human skeleton in the forest .,False,16,True
These six camps were closed by October 1942 .,False,9,True
"When writing currency amounts , the location of the symbol varies by language .",False,14,False
The first huts and shelters were constructed by hand or with simple tools .,False,14,False
"The first buildings were huts and shelters , constructed by hand or with simple tools .",False,16,False
"The great white shark has no known natural predators other than , on very rare occasions , the killer whale .",False,21,False
The traditional food is famous for many vegetables and greens used seasonally in the dishes .,False,16,False
It had a population of 852 according to the 2001 census .,False,12,True
It had 852 people according to the 2001 census .,False,10,True
Historians believe that Washington 's death helped change the way people view lynching .,False,14,False
In 1839 smallpox killed many of the people who lived in the area .,False,14,True
"From this beginning , in the 1950s , a good-sized theory has been built up .",False,16,True
The government 's main concern has been to improve the economy .,False,12,False
"In the United States and Canada , digital clocks and computers commonly display 12 a. m at midnight .",False,19,False
"While the term may refer to spoken English , it can also describe written English .",False,16,False
"The head of government of each state is called the premier , appointed by the state 's Governor .",False,19,False
The head of government of each state is called the Premier .,False,12,False
"Following its discovery , Cupid was given the designation S / 2003 U 2 .",False,15,True
Public places such as parks and beaches are very important for many recreational activities .,False,15,False
"On May 22 , 1933 , Chinese and Japanese representatives met to talk the end of the fight .",False,19,True
"Virgin purchased eighty percent of the team , as part of sponsorship arrangement .",False,14,False
Typically the inner container is immersed about halfway into the working fluid .,False,13,False
"From this , we now can evaluate the integral .",False,10,False
"In the late 1950s , he studied cinema in France .",False,11,True
Energy efficiency will continue to increase .,False,7,False
The energy efficiency will continue to increase .,False,8,False
The film received positive reviews from critics .,False,8,False
The university has its own campus with a total area of 35 000m2 .,False,14,False
The university has its own campus with a total area of 35 000 m2 .,False,15,False
"In 1882 , the government decided to build a new central passenger station to replace the existing ad-hoc station buildings .",False,21,True
He was one of the best known politicians in Sweden and was voted as one of the nation 's most popular politicians .,False,23,False
He was one of the best known politicians in Sweden .,False,11,False
The film received mixed to positive reviews .,False,8,False
It got negative reviews from the critics .,False,8,False
"A lot of classical guitar music is in E minor , because this key is very suited for the instrument .",False,21,False
"The tower is situated at the southern side of the place , where the land walls of the city join the sea walls .",False,24,False
"The tower is at the south side of the place , where the land walls of the city join the sea walls .",False,23,False
"The median income for a household in the city was $ 28,542 , and the median income for a family was $ 27,500 .",False,24,False
"As of , there are four living former second ladies , as identified below .",False,15,False
"As of April 2018 , there are four living former Second Ladies .",False,13,True
The museum does research and public servie work .,False,9,False
The museum does research and public service work .,False,9,False
It became extinct in Africa some 1.5 million years ago .,False,11,False
He is the only member of the Seven Lucky Gods credited with the ability to revive the dead .,False,19,False
He is the only member of the Seven Lucky Gods with the ability to bring the dead back to life .,False,21,False
"In the United States , the issue of mitigating factors is most important in death penalty cases .",False,18,False
Game theory has been put to several uses in philosophy .,False,11,False
Game theory has also been used in philosophy .,False,9,False
"A second , slightly revised edition was published in 1958 .",False,11,True
Languages such as Tcl and Lua were made from the start to be general - purpose scripting languages that could be put into any application .,False,26,False
On pictures he was usually drawn with a black and a yellow stripe painted across his face .,False,18,False
There are major differences between the political system of the United States and that of most other developed democracies .,False,20,False
Association football is the most popular sport in Costa Rica .,False,11,False
The economic impact of the common cold is poorly understood in much of the world .,False,16,False
The economic impact of the common cold is not well understood in much of the world .,False,17,False
Early photographers used it in flash powder .,False,8,False
Forty - eight people have been governor of the state .,False,11,False
"In the United States , the term is sometimes used in invitations , such as to weddings and office parties .",False,21,False
"The term is now often used in invitations , such as to weddings and office parties .",False,17,False
This was the first time that the federal government provided money for a structure dedicated to the performing arts .,False,20,False
"By the 1960s a new international terminal was needed , and work started in late 1966 .",False,17,True
"By the 1960s , the need for a new international terminal had become apparent , and work commenced in late 1966 .",False,22,True
"Even perfect numbers have a very precise form ; odd perfect numbers are rare , if indeed they do exist .",False,21,False
Production and use of energy resources is important to the economy of the world .,False,15,False
"As part of the British Empire , Canada immediately was at war in 1914 .",False,15,True
As a part of the British Empire Canada immediately was at war in 1914 .,False,15,True
The following is a partial list of songs featured in the film along with the artist that popularized them .,False,20,False
Food power is an integral part of the politics of food .,False,12,False
Food power is part of food politics .,False,8,False
Insect respiration happens without lungs .,False,6,False
Note that the description of a device as either input or output depends on how it is viewed .,False,19,False
His career started in 1960 and he has continued working on makeup with most recently in 2012 .,False,18,True
All nine of the Grenfell brothers were accomplished polo players .,False,11,False
A warm - water port is one where the water does not freeze in wintertime .,False,16,False
A warm water port is a port where the water does not freeze in winter time .,False,17,False
This movie got mixed to positive reviews .,False,8,False
The song received many positive reviews from critics .,False,9,False
"As a simple example , consider the average daily high temperatures for two cities , one inland and one near the ocean .",False,23,False
Shepodd died in August 2017 in London at the age of 89 .,False,13,True
Slavery has long been practised in Africa .,False,8,False
Slavery had long been practiced in Africa .,False,8,False
Different forms of competition can be called a championship .,False,10,False
Thirty of the soundtrack 's songs feature vocals .,False,9,False
Thirty -one of the soundtrack 's songs feature vocals .,False,10,False
The song was given positive reviews from music critics .,False,10,False
The song received generally positive reviews from music critics .,False,10,False
"The hottest month is July , with an average temperature of .",False,12,False
"The hottest month is July , with a mean temperature of 73.4 F.",False,13,False
The hillside placement of the palace was considered important in establishing control in the early days of the kingdom .,False,20,False
"Located on the hillside , the palace was considered crucial in establishing control in the early days of the kingdom .",False,21,False
"While the movie is widely said to be a classic comedy today , critical reaction was mixed when the movie was first released .",False,24,False
"While the film is now considered a classic comedy , critical reaction was mixed when the film was released .",False,20,False
The show was able to help launch the characters into more mainstream popularity and it became one of the most popular animated series in television history .,False,27,False
"Sock puppets are often used for entertaining people , especially children .",False,12,False
Sock puppets are often used for the education and entertainment of children .,False,13,False
"In March 2011 , the band annoucned they would take a break .",False,13,True
The movie was not a success at the box office .,False,11,False
The film was not a box office success .,False,9,False
The Internet will give rise to a completely new understanding of private and public .,False,15,False
The Internet will give rise to a completely new understanding of what is private and public .,False,17,False
Common nightingales are so named because they frequently sing at night as well as during the day .,False,18,False
Nightingales are named so because they frequently sing at night as well as during the day .,False,17,False
"These observances are regulated by the government , but are not observed as holidays .",False,15,False
Gifted and talented education has a long history of thousands of years .,False,13,False
The discovery made headlines across the Earth .,False,8,False
The discovery made headlines around the globe .,False,8,False
A unique feature at a water park is ice skating .,False,11,False
An unusual feature at a water park is ice skating .,False,11,False
Critics expressed mixed opinions of the game 's audio .,False,10,False
Critics gave a mixed review of the game 's audio .,False,11,False
"Since the 1970s , sports clubs are organized separately by each language community .",False,14,True
"Usually , people wear sandals in warmer climates or during warmer parts of the year in order to keep their feet cool and dry .",False,25,False
A fishing port is a port or harbor for landing and distributing fish .,False,14,False
A fishing port is a port or harbor used by people who are fishing .,False,15,False
Queen Marie never managed to develop political influence .,False,9,False
Batting tactics and strategy vary depending on the type of match being played as well as the current state of play .,False,22,False
Batting tactics and strategy depends on the type of match being played .,False,13,False
Pear trees are usually productive for 50 to 75 years though some still produce fruit after 100 years .,False,19,False
Statistics are correct as at 31 July 2008 .,False,9,True
Statistics are correct as of 3 March 2008 .,False,9,True
This movie got mixed reviews .,False,6,False
The province is a popular tourist destination with its beaches and resorts .,False,13,False
"The city has a number of sports teams , both professional and amateur , and a number of venues across the city .",False,23,False
"The 2016 census found that 51.3 % of residents spoke English , and 21.3 % spoke French , as their main language .",False,23,True
"In consideration for several months , a corporate foundation has been established in September 2011 .",False,16,True
Determining what records have enduring value is not always easy .,False,11,False
Eucalypts draw a very large amount of water from the soil .,False,12,False
The pumpkin is native to North America .,False,8,False
The pumpkin is native to the continent of North America .,False,11,False
Two investigations were held by the British government .,False,9,False
The convention center offers 615700 ft2 of exhibit space .,False,10,True
The convention center has 615700 ft2 of exhibit area .,False,10,True
"There are also numerous journals , on - line articles and blogs available .",False,14,False
"The second-generation of the iPod was introduced on July 17 , 2002 .",False,13,True
"The second generation iPod was released on July 17 , 2002 .",False,12,True
Many course themes are repeated throughout the series .,False,9,False
"The main criticisms were of the two -player mode , a first for the series .",False,16,False
"The most common criticisms were about the two -player mode , a first for the series .",False,17,False
"Scotland is the joint oldest national football team in the world , alongside England , whom they played in the world 's first international football match in 1872 .",False,29,True
The hard palate forms before birth .,False,7,False
A significant issue with standard candles is the question of how standard they are .,False,15,False
The French press goes by various names around the world .,False,11,False
"After a virus has made many copies of itself , it usually has used up the cell 's resources .",False,20,False
"In 1907 , residents of the town decided to incorporate .",False,11,True
It was in 1907 that residents of the town decided it was time to incorporate .,False,16,True
The following shows several D capabilities and D design trade- offs in a very short program .,False,17,False
"The party favors the civil right to information privacy and reforms of copyright , education , computer science and genetic patents .",False,22,False
He was holidaying in Germany the following summer when World War I broke out .,False,15,False
He was on holiday in Germany the next summer when World War I broke out .,False,16,False
There are many exceptions to this rule .,False,8,False
The party declined rapidly after the 1856 election .,False,9,True
The party quickly declined after the 1856 election .,False,9,True
"Traditionally , the home of the Emperor is considered the capital .",False,12,False
"Traditionally , the home of the Emperor was considered the capital .",False,12,False
The class was gradually taken of service from the early 1980s .,False,12,True
Alsop died after a short illness on 12 May 2018 at the age of 70 .,False,16,True
Rat snakes are commonly kept as pets .,False,8,False
The film received extremely negative reviews from critics .,False,9,False
"Today , it is the largest public research university in Bangladesh , with a student body of 33,000 and a faculty of 1,800 .",False,24,False
Engineers in the nineteenth century knew that a bridge which was built across multiple supports would distribute the loads among them .,False,22,False
The song is about people that are suffering which also includes a girl with cancer .,False,16,False
"The song is about people who suffer , including a girl with cancer .",False,14,False
Michener wrote that he did not know who his parents were or exactly when and where he was born .,False,20,False
Trailways members are spread across North America .,False,8,False
Today Trailways members are spread across North America .,False,9,False
A winger or wide player refer to a non-defender who plays on the left or right sides of the pitch .,False,21,False
Most feature films are between 75 and 210 minutes long .,False,11,False
The majority of feature movies are between 70 and 210 minutes long .,False,13,False
